username,userid,profile_location,created_at,text,retweet_count,source,coordinates
richie 𐦟,1083544206730121218,"Los Angeles, CA",2023-01-15 04:54:09,SEAHAWKS WHAAAAA HAPPPPENNNND!!!! https://t.co/ERYP4H7QcD,0,Twitter for iPhone,
𝕵𝖔𝖍𝖓🃏,1241835958233788416,"Los Angeles, USA",2023-01-15 04:49:06,"@LETGENOCOOK7 @Seahawks @Toyota lmfao nobody treating it like a superbowl bum keep crying💀💀 just celebrating a W, d… https://t.co/x5PNnl1tfZ",0,Twitter for iPhone,
Kendyl Bennett,765266726271520768,"Los Angeles, CA",2023-01-15 04:48:36,"Seahawks lost, Chargers blew a huge lead…if the Blazer’s blow this lead right now my sports heart can’t take it",0,Twitter for iPhone,
Live News Update,1600491102053736452,los angeles,2023-01-15 04:46:37,Brock Purdy stars as San Francisco 49ers beat Seattle Seahawks 41-23 to advance to divisional round of NFL playoffs… https://t.co/LzXz5zvE1d,0,Twitter Web App,
Geoffrow Records,421737280,"Long Beach, CA",2023-01-15 04:36:09,"Seahawks +9.5 ❌
Brock Purdy under 223.5 passing yards ❌
Under 42.5. Seahawks-Chargers ❌
Jaguars +2.5 ✅
Under Ekeler 51.5 rushing yards ✅",0,Twitter for iPhone,
AJ Watson,20416060,"Lakewood, CA",2023-01-15 04:35:57,"Well, Welcome To The Couch @chargers @Seahawks https://t.co/bYyotPPm6S",1,Twitter for Android,
SHAD COOPER,1067302370197946368,"Los Angeles, CA",2023-01-15 04:35:49,Awww these Seahawks fans are big mad,0,Twitter for iPhone,
Nicole 👋,223359992,Hell aka Los Angeles ,2023-01-15 04:35:28,"@Pepeinvegas17 God, no! I’m a Seahawks fan",0,Twitter for iPhone,
Armani Aguilera,1351392502008279040,"Long Beach, CA",2023-01-15 04:34:35,Seahawks got bounced! Chargers legit fumbled the bag. 🤯#NFLPlayoffs,0,Twitter for iPhone,
Mamba Mentality,121023398,"Los Angeles,Ca",2023-01-15 04:34:12,@PrincessPeeh @charlakees Sending me voice messages and all about my Seahawks lol he better reply now. You can’t di… https://t.co/iWcrQXRYap,0,Twitter for iPhone,
hailz,2189014766,"Los Angeles, CA",2023-01-15 04:19:08,well boys it was stressful &amp; fun while it lasted @Seahawks,0,Twitter for iPhone,
StonerDad,277787015,"Los Angeles, CA",2023-01-15 04:16:35,So I was hearing about some really bad officiating at the Seahawks game I guess - like the one that knocked Detroit… https://t.co/xVLUIEVWUQ,0,Twitter for iPhone,
Doug Cee,1594156207589117952,"Los Angeles, CA",2023-01-15 04:02:42,@rainnwilson @Seahawks Whatever city you want to call whooped your sorry @zz,0,Twitter for iPhone,
DeVaughn Townes,1894736442,"Los Angeles, CA",2023-01-15 03:53:47,"@Alex21Turner We gone be like the Seahawks this year, somebody else pick and our own 🫡",0,Twitter for iPhone,
Larry Brown Sports,197528800,Los Angeles,2023-01-15 03:52:34,Geno Smith answers whether he wants to remain with Seahawks https://t.co/IN5wFplYyt,0,dlvr.it,
Final4Sports,1444307347636056068,"Los Angeles, CA",2023-01-15 03:49:47,"More Mosaic 🏈🚨🔥
(3) Box PYT, (6) Auto’s &amp; 450 Cards 
* 15 Silver’s &amp; 45 Mosaic Parallels *

Titans $75
Seahawks $40… https://t.co/JrI0GxHTrP",0,Twitter for iPhone,
Jackson McIntire,440586400,"Los Angeles, CA ",2023-01-15 03:49:34,Remember that Bud Grant quote on rookies the broadcast cited during the 49ers Seahawks game?,0,Twitter for iPhone,
Taylor Kyles,719419992,"Los Angeles, CA",2023-01-15 03:46:27,"Kyle Shanahan schemed up some big gains and conversions vs the Seahawks with play action, misdirection, and formati… https://t.co/k5CyULUfm0",2,Twitter Web App,
Evan Sowards,2268030421,"Los Angeles, CA",2023-01-15 03:34:55,Brian is the perfect example of a bad Seahawks fan. Fintech dork living in the most overrated city in the country m… https://t.co/bnMdTRgpvx,6,Twitter for iPhone,
Breaking News Update,1599995142194302976,los Angeles,2023-01-15 03:34:53,"Brock Purdy, 49ers find rhythm in second half as Seahawks falter #Raiders #NFL #Steelers #HereWeGo #Pickett #Franco https://t.co/tPo46Xo6LY",0,Jetpack.com,
Radio Espionage,521600663,"Los Angeles, CA ",2023-01-15 03:28:56,"🏈NFL Playoff Final 1.14.23

San Francisco 49ers 41
Seattle Seahawks 23 https://t.co/3u1Hd2EDgJ",0,Twitter for iPhone,
‼️Princess Lavene Reacts‼️,1600564424,"Hollywood, Los Angeles",2023-01-15 03:27:09,Pretty Girls Walk Like This 😱 #PrettyLittleLiars  #girlsNightOut  #walking #49ers #Seahawks #missuniverse2022… https://t.co/y90Ghedbgc,0,Twitter for iPhone,
ELSoloLobo49,1487486565936861186,"El Segundo, CA",2023-01-15 03:11:14,"@rfm_732 @Miguel49ersfan @ZachMiller86 @hawkbear12 Meanwhile Seahawks only been to the NFC Championship 3x total, a… https://t.co/OPRNF8oaIm",0,Twitter for iPhone,
ELSoloLobo49,1487486565936861186,"El Segundo, CA",2023-01-15 03:11:02,@rfm_732 @Miguel49ersfan @ZachMiller86 @hawkbear12 Hey jackass… Niners organization has been to the NFC Championshi… https://t.co/4Pz1vj82Bx,0,Twitter for iPhone,
Andrew_Breeden,835708049906003968,"Los Angeles, CA",2023-01-15 03:06:09,@RavensGazedwb @SJCudaKing @Seahawks @Toyota It’s not a self own. He’s a third string QB. Cope 🤫,0,Twitter for iPhone,
Brian Beltran,2429409822,"East Los Angeles, CA",2023-01-15 03:04:17,@FieldGulls BREAKING: SEAHAWKS LOSE SEAHAWKS LOSE !! In a blow out !!! Showed up in the first half buuuut not the second,0,Twitter for iPhone,
🅱️anny 🧨🎇,1488691403970416645,"Los Angeles, CA",2023-01-15 02:58:18,@k13_mo @RealPapaJ0419 @49ers You played the Seahawks 🤡,0,Twitter for iPhone,
ِ,1463703363946631170,"Los Angeles, CA",2023-01-15 02:49:55,@archipriv @BookersOG @privaffe @julianknowsball Seahawks,0,Twitter Web App,
Brian Beltran,2429409822,"East Los Angeles, CA",2023-01-15 02:43:59,@BenCoop64920978 @BleacherReport @NFL BUT LOST right ??? Just answer my question haha and your gone be right back i… https://t.co/OiMKBX2GsJ,0,Twitter for iPhone,
Caroline Doocy,240057730,"Los Angeles, CA",2023-01-15 02:42:37,That’s a winning season for me! Love my @Seahawks 💙💚 https://t.co/tBBae0OVUt,0,Twitter for iPhone,
Brian Beltran,2429409822,"East Los Angeles, CA",2023-01-15 02:39:35,@BenCoop64920978 @BleacherReport @NFL 1st round pick is a 1st round pick last time I checked Offense looked better… https://t.co/6W9e7sQqYN,0,Twitter for iPhone,
len,310568933,Los Angeles,2023-01-15 02:38:52,@M1k3M0 Sorry about your Seahawks,0,Twitter for iPhone,
Mile High Samurai • ロイスアイザックス,3068296288,"North Hollywood, Los Angeles",2023-01-15 02:30:38,Seahawks lost today. So I gotta celebrate by taking out these punks https://t.co/Sr5h6aaL6i,1,Twitter for Android,
.,1240110680,"Los Angeles, CA",2023-01-15 02:29:10,I love how 49er fans think they’re going to win a Super Bowl after beating the weak ass Seahawks lol,0,Twitter for iPhone,
Jesse,762319514734297088,"Los Angeles, CA",2023-01-15 02:23:22,@MySportsUpdate Jags making the Seahawks game look like a nail biter,0,Twitter for iPhone,
Superman’s Daddy,60024152,"Los Angeles, CA",2023-01-15 02:23:04,Seahawks lost today. So I gotta take it out on these punks. https://t.co/RFThdTJum2,1,Twitter for iPhone,
Rene Robles,1481375849639145473,"LA, California",2023-01-15 02:22:41,"@PhillyPhillyTP This weekend:
• 49ner's over Seahawks
• Chargers over Jags
• Bills over Dolphins
• Vikings over Gia… https://t.co/ggyrZ3kM6E",0,Twitter Web App,
Steffani Henderson,24275200,"Los Angeles, CA",2023-01-15 02:22:17,can’t wait for next season 🥲💙💚 https://t.co/P5N3k42NU1,0,Twitter for iPhone,
Rene Robles,1481375849639145473,"LA, California",2023-01-15 02:21:45,"@MissThickemsTTV This weekend:
• 49ner's over Seahawks
• Chargers over Jags
• Bills over Dolphins
• Vikings over Gi… https://t.co/JPsizoHK0U",0,Twitter Web App,
Breaking News Update,1599995142194302976,los Angeles,2023-01-15 02:17:44,Brock Purdy stars as San Francisco 49ers beat Seattle Seahawks 41-23 to advance to divisional round of NFL playoffs… https://t.co/ihzzQBKXX3,0,Jetpack.com,
Tayo Ola,24825461,"Los Angeles, CA",2023-01-15 02:14:51,@IntlBetty how about those Seahawks? Lol https://t.co/nveb52oV7Q,0,Twitter for iPhone,
Bastards of Fantasy,1532587857168125953,"Los Angeles, CA",2023-01-15 02:11:31,"NFL NEWS 🚨🔥
49ers beat the Seahawks in SF 41-23! Brock Purdy throws for 332 yards and 3 touchdowns and Deebo Samuel… https://t.co/e0F15rucyr",0,Twitter for iPad,
Dr. Chris Torn and Frayed Wilhelm,2680865160,"Los Angeles, CA",2023-01-15 02:10:27,@BIrvin_WVU11 @Seahawks Likewise!  💙💚,0,Twitter Web App,
Eddie Francis,21140580,"Los Angeles, CA",2023-01-15 02:09:56,Seahawks looked like TCU playing Georgia in the 2nd half,1,Twitter for iPhone,
‏ً,798963572642435072,"Los Angeles, CA",2023-01-15 02:04:39,@RamsHouseYo @LockdownJalen @Seahawks he’s not wrong quit being a soft ass lil boy,0,Twitter for iPhone,
Gabe Ramirez,17843433,"Los Angeles, CA",2023-01-15 01:59:36,@rainnwilson @Seahawks Santa Clara 49ers but your point is taken.,0,Twitter for iPhone,
Aditya Sood,7395552,"Los Angeles, CA",2023-01-15 01:53:06,Twitter’s “for you” is worse than the Seahawks in the second half.,0,Twitter for iPhone,
Drew Voros,20822263,Los Angeles,2023-01-15 01:51:13,@twilbert @Seahawks @uscfb Like a typo!,0,Twitter Web App,
the Whistle,1511060325096853507,"Los Angeles, CA",2023-01-15 01:50:45,"NFL rigged
Seahawks vs Niners line was 9.5
Seahawks at SF 14 down 6
Bout to take lead or go down by 3 
A phantom pe… https://t.co/mESBQtcRX2",0,Twitter for iPhone,
Sideline the Agenda,1281016437037912064,"Los Angeles, CA",2023-01-15 01:47:01,After multiple controversial officiating cals during Sunday's playoff-shaping game between the Los Angeles Rams and… https://t.co/2BhqTepT3p,1,Twitter for iPhone,
Rob Sine,25831753,"Los Angeles, CA",2023-01-15 01:43:44,"Hats off to #Seahawks  @GenoSmith3 and @PeteCarroll

This was a year I didn’t expect and can’t wait for the 2023 se… https://t.co/frMza9omCH",0,Twitter for iPhone,
NFL Guru Joe ,532819897,"Long Beach, CA",2023-01-15 01:41:51,@Hawksfan2016 @EmmanuelAcho Bro the refs were playing for the Seahawks the whole game 😭,0,Twitter for iPhone,
shoegaltoo,16059713,"Los Angeles, CA",2023-01-15 01:37:14,"@susaninseattle1 @Seahawks It was a good season, be proud 😀",0,Twitter for iPhone,
Rene Robles,1481375849639145473,"LA, California",2023-01-15 01:35:39,"This weekend:
• 49ner's over Seahawks
• Chargers over Jags
• Bills over Dolphins
• Vikings over Giants
• Bengals ov… https://t.co/hEzNqi9ovI",0,Twitter Web App,
Red Bundy,73802035,"Los Angeles, CA ",2023-01-15 01:34:14,"We beat the Seahawks and their 12’s, I seem to have lost my fav 12, oh well, life will life…keep it moving #FTTB https://t.co/tP30chis2f",0,Twitter for iPhone,
Carlos Paul Seijas,77455347,Los Angeles,2023-01-15 01:34:13,So glad the Seahawks lost,0,Twitter for iPhone,
Reggie Lewis,1056324680,"Los Angeles, CA",2023-01-15 01:32:59,LOVE beating the Seahawks! Never gets old. Lets go!!!! https://t.co/lDqRnRiZYV,0,Twitter for iPhone,
Brandon Mars,19780479,"Los Angeles, CA",2023-01-15 01:29:35,"MLB: Houston Astros
NFL: Dallas Cowboys (despite being a Seahawks fan)
NBA: Miami Heat https://t.co/DG3GAm6J3E",0,Twitter Web App,
Rene Robles,1481375849639145473,"LA, California",2023-01-15 01:28:15,"@Cowboys_FanTalk They are but did this game really prove that, or were the Seahawks whatever to begin with.",0,Twitter Web App,
MoJackCheese,116288443,"Los Angeles, CA",2023-01-15 01:23:04,"@Footlongdawg @Softykjr As we’ve seen, later round picks matter just as much. Want to nail the first two, but the c… https://t.co/7bn0IV44Do",0,Twitter for iPhone,
Danny Slayer,34480403,"Santa Monica, CA",2023-01-15 01:22:35,"Seahawks are obsessed with the jets corners. Past and present. 

Revis was better than Sherman 

Sauce is better than Woolen 

🤡🤡🤡🤡",0,Twitter for iPhone,
NFL Guru Joe ,532819897,"Long Beach, CA",2023-01-15 01:18:54,@syd_the_catfish @Seahawks LETS GOOOOOOO,0,Twitter for iPhone,
jlo,2793200727,UCLA,2023-01-15 01:16:37,"@Seahawks @PeteCarroll Lol credit that loss to the scumbag Abrams, twisting Deebos leg hahah, he should be in prison scumbag move",0,Twitter for iPhone,
Jeremy Repanich,19727189,"Santa Monica, CA",2023-01-15 01:15:58,"@VinceMancini Me, a Seattle native: Go Seahawks!

My son, a troll: https://t.co/tIn2GV31hD",0,Twitter Web App,
jlo,2793200727,UCLA,2023-01-15 01:15:23,@Balzer_Jess @Seahawks @Toyota Abrams a scumbag,0,Twitter for iPhone,
jlo,2793200727,UCLA,2023-01-15 01:15:10,@Seahawks @Toyota Get beat flogs,0,Twitter for iPhone,
Ckrzy🧸,1340920633463435265,"Los Angeles, CA",2023-01-15 01:13:44,@TheBoxingPro @alcog1970 @NFL @49ers @Seahawks cowboys may not even make it out the first round 😂 every year we go its always sumn huh,0,Twitter for iPhone,
XC,1267475548277620737,"Los Angeles, CA",2023-01-15 01:13:07,@views4rj So Seahawks not a playoff team now? Alright let’s see what he do next week since they moving on,0,Twitter for iPhone,
𝘙𝘢𝘪𝘥𝘦𝘳 𝘓𝘪𝘴𝘢⁷,1458673975110905856,"𝘓𝘰𝘴 𝘈𝘯𝘨𝘦𝘭𝘦𝘴, 𝘊𝘈",2023-01-15 01:11:54,@Sanjit__T SeaHawks got lessons from the Raiders on how to be a Pecho Frio now ?? 🤣,0,Twitter for iPhone,
andru,122474335,los angeles/hollywood,2023-01-15 01:10:41,"@keweeenie @Seahawks what a crazy season, everyone thought they were gonna tank and they made it to the playoffs wi… https://t.co/jbpoaqyvnc",0,Twitter Web App,
Jeremy Nelson,40499298,"Los Angeles, CA",2023-01-15 01:09:11,@Blitz_Burgh Against a horrible Seahawks D. Settle down.,0,Twitter Web App,
Joty Kay ਜਵੰਦਾ,31366780,"Los Angeles, CA",2023-01-15 01:06:18,GOODBYEEEE SEAHAWKS,0,Twitter for iPhone,
Joey,541321906,"Los Angeles, CA",2023-01-15 01:02:05,@lawh0ra I heard ppl saying that the Seahawks always beat us. They stuck in the Harbough era in the Shanahan era we up 💯,0,Twitter for iPhone,
Rams Wire,4889534300,"Los Angeles, CA",2023-01-15 01:00:26,NFL executives and coaches believe officials missed multiple calls in Rams-Seahawks that benefited Seattle  https://t.co/H1bRRQ618S,2,True Anthem,
FSG Ocho 🇲🇽,751872638767599616,"Los Angeles, CA",2023-01-15 00:57:31,@timthetatman @Seahawks dude what makes you think the lions were gonna beat the 49ers? 💀,0,Twitter for iPhone,
Gaby,69482118,Los Angeles ,2023-01-15 00:57:26,Sorry about your Seahawks @JDMorgan 😕,0,Twitter for iPhone,
ELSoloLobo49,1487486565936861186,"El Segundo, CA",2023-01-15 00:57:24,@ZachMiller86 @hawkbear12 And the refs not flagging #23 pulling and twisting Deebo’s ankle! GTFOH 🤡 Seahawks didn’t… https://t.co/cNtpahjAlF,0,Twitter for iPhone,
Draco Con Chorizo 🐝🇲🇽🇳🇮🇺🇸,2460528918,"Los Angeles, CA",2023-01-15 00:52:48,Then we went to Tom’s to Watch the @49ers whoop the Seahawks ass #fttb https://t.co/vEggg0uK13… https://t.co/HCmQEBeV3S,0,Twitter for iPhone,
Beastboy🤞🏾🖤,1388238279187648512,"Compton, CA",2023-01-15 00:51:32,@LockdownJalen seahawks slander is crazy,0,Twitter for iPhone,
Sniff Sayless,442300450,"Hollywood, CA",2023-01-15 00:49:57,@19problemz and the @49ers looked good today after starting the first half off slow they picked up the pace in the… https://t.co/LFGajBPdCF,0,Twitter for iPhone,
L.A. Times Sports,10222282,"Los Angeles, CA",2023-01-15 00:49:43,Brock Purdy and 49ers beat Seahawks in NFC wild card for 11th consecutive win https://t.co/LOWpCRa01z,0,TweetDeck,
Smith,1326135753416597504,Dodger Stadium,2023-01-15 00:48:40,"@AlecBohmLover2 @Seahawks Will do, I love Jalen",0,Twitter for iPhone,
𝕵𝖔𝖍𝖓🃏,1241835958233788416,"Los Angeles, USA",2023-01-15 00:48:35,#FTTB SEAHAWKS PACKK!💨💨 https://t.co/giakFf7BWh,7,Twitter for iPhone,
Greg Ieronimo,2177302750,"Redondo Beach, CA",2023-01-15 00:48:15,@Seahawks Nice jobs guys!,0,Twitter for iPhone,
Live News Update,1600491102053736452,los angeles,2023-01-15 00:47:05,Seahawks’ Johnathan Abram gets away with dirty play on Deebo Samuel (Video) https://t.co/uVkrl8B5eH https://t.co/eJuYcciB5e,1,Twitter Web App,
🅱️anny 🧨🎇,1488691403970416645,"Los Angeles, CA",2023-01-15 00:46:35,Bro Seahawks,0,Twitter for iPhone,
im 30.😩,633837556,Los Angeles CA ,2023-01-15 00:46:32,"Win or lose Seahawks all day!! We wasn’t even suppose to be decent and we ended up making the playoffs!
#GoHawks #Seahawks",0,Twitter for iPhone,
49ers4life,96861765,los angeles,2023-01-15 00:44:37,49ers 41- seahawks 23 https://t.co/bojrVIvI8I,0,Twitter Web App,
cj314,1125584555883188224,Los Angeles,2023-01-15 00:44:35,"@hollowcedes @Seahawks @Toyota You did great,  your young guys are going to look even better next year, you have a… https://t.co/8tF2WV5Rgy",0,Twitter for Android,
naveenics,90276735,"Los Angeles, CA",2023-01-15 00:44:19,@PatMcAfeeShow they looked beatable in the first half. Too bad Seahawks didn't capitalize on that.,0,Twitter Web App,
Bally Sports,1324421878639783936,"Los Angeles, CA",2023-01-15 00:44:12,"With a win over the Seahawks, the 49ers advance to the NFC's divisional playoff round 👏 https://t.co/cZFN2T3Sbk",1,Twitter Web App,
Kieran Gamble 🏳️‍🌈,1316552366838091776,"Los Angeles, CA",2023-01-15 00:43:57,Before people rip the Seahawks for this remember they were projected to be a 3-14ish team this year but the defied… https://t.co/m6ETZN7phQ,0,Twitter for Android,
Jack Farmer,602325605,"Los Angeles, CA",2023-01-15 00:43:33,The #Seahawks outperformed every expectation I had for them this year and Geno Smith has changed his place in histo… https://t.co/cnW2JO18gg,0,Twitter for iPhone,
ِ,1463703363946631170,"Los Angeles, CA",2023-01-15 00:43:06,49ers deserved to win but they played a young rebuilding seahawks team who were the biggest overachievers this seas… https://t.co/aGOLN1d8oB,0,Twitter Web App,
OPM💰♏️,1570949439237525505,"Compton, CA",2023-01-15 00:43:02,"The 49ers showed up and showed out “Seahawks at 49ers” 
https://t.co/NTJqBliBfH",0,Twitter for iPhone,
Smith,1326135753416597504,Dodger Stadium,2023-01-15 00:42:53,"Hell of a season. Playoffs and a top 5 pick, the whole Geno story. K9, Tariq breakouts and hopeful for ROY. Found t… https://t.co/zWrGtbRAyq",0,Twitter for iPhone,
Max,1554506349102473216,Los Angeles,2023-01-15 00:41:05,@Seahawks @Toyota As a Rams fan imagine losing to the 49ers in the playoffs 😂,0,Twitter Web App,
Emil C. McClellan,507953305,South LA,2023-01-15 00:40:54,"Hell of a rebuilding year. Fun young developing team. We got the foundation of a competitive team, and we need the… https://t.co/IkjHVvXTDf",0,Twitter Web App,
Patrick,1074481885194072065,"Los Angeles, CA",2023-01-15 00:40:47,@timthetatman @Seahawks Too bad we beat em,0,Twitter for iPhone,
Max,1554506349102473216,Los Angeles,2023-01-15 00:40:45,@BradyGoingFor8 @getnickwright You said the Seahawks would beat the Niners before the game 😂,0,Twitter Web App,
SubIsPog (9-8) #7,1101625758936518657,"Los Angeles, CA",2023-01-15 00:39:27,@Seahawks @Toyota Still love ya,0,Twitter for Android,
G FUEL® ⚡️ DaVirus,1458442254,"Los Angeles, CA",2023-01-15 00:39:15,Fuck the Seahawks. https://t.co/aEXu5sPozZ,2,Twitter for iPhone,
P T F Y B 🌹,963248784,"Los Angeles, CA",2023-01-15 00:38:54,Sorry ass Seahawks 😂😂,0,Twitter for iPhone,
Maurice Spears,157732281,Los Angeles,2023-01-15 00:38:52,49ers beat dem Seahawks down bad! 1 down 3 games to go! Quest for Six! Bang bang Niners gang!,0,Twitter for Android,
Steven,1405303738286317568,"Los Angeles, CA",2023-01-15 00:38:46,"@PreRiposte @NFL @Seahawks not shying away from what i said. they did look bad in that 1st half, especially that bo… https://t.co/JdwKIXF4Vc",0,Twitter for iPhone,
J.O.,1078423422667972608,"Los Angeles, CA",2023-01-15 00:38:40,"Can’t take away from a positive year for the Seahawks. They were written off after the Russ situation, but definite… https://t.co/5s5idVG58v",0,Twitter for iPhone,
🏅Theo Papulis ⚽🎃♔,42335619,"El Monte, CA",2023-01-15 00:38:14,"The @49ers steamrolled the Seahawks!
#FTTB What a game!!",0,Twitter Web App,
prod 😈❄️,3109300020,"Los Angeles, CA",2023-01-15 00:38:03,who would’ve tHougHt seahawks going 9-8 making playoffs after trading russ. they had us w 3 wins. ggs seahawks #Seahawks,0,Twitter for iPhone,
Darius,3432213143,"Los Angeles, CA",2023-01-15 00:37:55,@1stStopFantasy Seahawks forgot that to show up,0,Twitter for Android,
joshua ✍🏽,1137607933112381441,"Los Angeles, CA",2023-01-15 00:36:59,"Seahawks aren’t bad , what a run for geno , simply 49ers are playing out of their minds and in my opinion heavy favorites",0,Twitter for iPhone,
Porscha Coleman,17960313,"Los Angeles, CA",2023-01-15 00:36:53,"This #SEAvsSF game is GOOD!!!! Back and forth leads, two fights, LOVIN IT! #NFLPlayoffs #NFL #weekend #weekendvibes… https://t.co/8vSvVdDx4p",0,IFTTT,
AviJ,2423708194,"Los Angeles, CA",2023-01-15 00:35:53,@JeffDye @Seahawks @Mariners The bad news for the San Francisco 49ers is that there are still a lot of homeless people in San Francisco.,0,Twitter for Mac,
"Maury Ballstein, Balls Models",1318364761235492864,"Lawndale, CA",2023-01-15 00:35:45,"POST THE FINAL SCORE, @Seahawks, YOU RAGGEDY BITCHES",0,Twitter for Android,
Anthony,1327241454,"Los Angeles, CA",2023-01-15 00:35:32,"The 49ers get some revenge against the Seahawks.

What a game, but I want the next one.

#NFLPlayoffs #BoltUp",0,Twitter Web App,
ClutchPoints,3312776298,"Los Angeles, CA",2023-01-15 00:34:25,"""Mr. Irrelevant"" aka Brock Purdy shined in his playoff debut as he leads the 49ers to victory over the Seahawks to… https://t.co/5WlgrW30ut",22,Twitter Web App,
Nicole 👋,223359992,Hell aka Los Angeles ,2023-01-15 00:34:09,And we have Denver’s first- and second-rounders in each of the next two drafts as well as a 2022 fifth-rounder. I c… https://t.co/AHA7CxFPJ2,0,Twitter for iPhone,
Bravo,37134359,Los Angeles ,2023-01-15 00:34:00,"That’s a wrap Niners 41 Seahawks 23
11-Straight wins!! #GoNiners #49ers #Playoffs #wildcardweekend",0,Twitter for iPhone,
Mateo Adventure,2151522067,90210,2023-01-15 00:32:29,@Seahawks 1 - N - Done. That is your life with Geno. Your $30 million man.,0,Twitter Web App,
Paulie Viele,46968350,"Los Angeles, CA",2023-01-15 00:32:00,@rcromero06 Not hating lol last year Steelers were #7 seed and got blown out by KC. Same with Eagles got dominated… https://t.co/VHLd379ucV,0,Twitter for iPhone,
Jesse,762319514734297088,"Los Angeles, CA",2023-01-15 00:31:59,"If the Seahawks would’ve won, I would’ve dropped a surprise face reveal too. This team is so unserious",0,Twitter for iPhone,
JAY❤️‍🔥,46726207,"Long Beach, CA",2023-01-15 00:31:52,Too late Seahawks 🤣🤣,0,Twitter for iPad,
Dr. Chris Torn and Frayed Wilhelm,2680865160,"Los Angeles, CA",2023-01-15 00:30:39,"Yay, cosmetic touchdown!  #Seahawks",0,Twitter Web App,
Trixy,101674793,"West Hollywood, CA",2023-01-15 00:30:27,RT @nypostsports: Johnathan Abram twists Deebo Samuel's leg to spark 49ers-Seahawks scuffle https://t.co/lQpHndXKHr https://t.co/hi4QGaJ7IU,1,TweetCaster for Android,
DamonRobinson 🇧🇿🇯🇲,766174476551741440,"Los Angeles, CA",2023-01-15 00:29:20,"🚨ReCap:NFL Saturday Wild-Card Weekend 🏈, Let’s make some coins!!

NFL  1-1 🤨
Seahawks +10❌
#Seahawks  vs #FTTB  o42… https://t.co/zideiN5hAK",0,Twitter for iPhone,
Lorenzo Cortes,354631186,"Los Angeles, CA",2023-01-15 00:29:12,Seahawks go into the offseason with draft capital and some optimism,3,Twitter for iPhone,
Chris,797645179612057600,"Los Angeles, CA",2023-01-15 00:28:50,@brawadis nah lol they just playing the seahawks,0,Twitter for iPhone,
ItsJayLocc_5,1963352658,"Los Angeles, CA",2023-01-15 00:28:34,Fucc these Seahawks boy!! tell DK mad ass to take his cryin ass on homeeeeee,0,Twitter for iPhone,
Jake Gould,47733695,"Los Angeles, CA",2023-01-15 00:27:27,@bgrisakDTR Think it's like that also for the older Rams fan demographic as well because of the fact that the Seaha… https://t.co/dkE1tvoIme,0,Twitter Web App,
Eli Arnold,3741938059,"Los Angeles, CA",2023-01-15 00:27:17,Watching the Seahawks defense absolutely crumble in the second half has been a great experience. #NinerGang,0,Twitter for Android,
Jorge Suarez,1483578703,"Los Angeles, CA",2023-01-15 00:27:10,Only playing one half of a game has been the @Seahawks brand of football for longer than I can remember. I’ll never truly understand it.,0,Twitter for iPhone,
Just Dave Bernal,28503650,"North Hollywood, CA",2023-01-15 00:27:03,Seahawks don’t deserve to be here. It should be the Lions getting destroyed by the Niners!,0,Twitter for iPhone,
Moon Dawg 🐶,130079549,"Los Angeles, CA",2023-01-15 00:26:59,O-Line fucked this game up for the Seahawks,0,Twitter for iPhone,
ray j’s black beanie,24834290,Los Angeles,2023-01-15 00:26:53,my family consists of many teenage boys and the gc during seahawks games is one of the most grim places on earth,0,Twitter for iPhone,
xoRestok,1403232523170111491,"Los Angeles, CA",2023-01-15 00:26:20,@JPhysique Told you yesterday y’all were gonna destroy the Seahawks,0,Twitter for iPhone,
Emil C. McClellan,507953305,South LA,2023-01-15 00:25:09,@djohn90 This is the second time you've said this to me lol. My great unc worked for the Seahawks during the Holmgr… https://t.co/NYmeHKzAQ3,0,Twitter Web App,
Chris Ferera,493793416,"Los Angeles, CA",2023-01-15 00:25:01,"11 straight wins!
7-0 against the NFC West!
3-0 against the Seahawks! https://t.co/ajtKMTPkSj",0,Twitter for iPhone,
Nicole 👋,223359992,Hell aka Los Angeles ,2023-01-15 00:23:54,"I didn’t expect us to win, but I did not expect us to play as well as we did in the first half. This team as far ex… https://t.co/62QZmAsCIU",0,Twitter for iPhone,
Evan Sowards,2268030421,"Los Angeles, CA",2023-01-15 00:23:53,@tessasunshine @Seahawks COOK,0,Twitter for iPhone,
J.G. Murphy,841413353360654336,"Los Angeles, CA",2023-01-15 00:22:48,I feel like beating the Seahawks in the playoffs is a demon the Niners needed to exercise. This Seahawks team is a… https://t.co/ygaAG5oeib,0,Twitter for iPhone,
Dennis Nguyen,459456886,"Los Angeles, CA",2023-01-15 00:22:45,"Brock Purdy, in the bay, after beating the Seahawks. #FTTB #Niners #SFvsSEA https://t.co/PrqvTVwU2K",0,Twitter for iPhone,
Philly Boul In Cali,1596246555589107712,Glendale CA,2023-01-15 00:22:29,@Nkpoli82Noah AGAINST THE SEAHAWKS. Try that bullshit against the NFC Champs. You must not have gotten the memo. We… https://t.co/9ZpNEgrQpo,0,Twitter for iPhone,
Mindlink,2931599377,Los Angeles,2023-01-15 00:22:14,@ShannonSharpe The Seahawks played like the legion of doomed in the 2nd half no thanks to the 49ers.,0,Twitter Web App,
G FUEL® ⚡️ DaVirus,1458442254,"Los Angeles, CA",2023-01-15 00:21:58,You know the game is over when they are talking about the Seahawks draft picks for next draft.,0,Twitter for iPhone,
